UniqueCount	AmbigCount
1183	0
27	399
0	226
33	342
0	301
32	302
96	741
0	1710
0	1710
4	0
145	863
8	1554
46	1193
0	1193
1	1133
2481	1
0	0
647	102
3	102
2615	0
0	1090
2	1050
1	962
27	1023
0	701
0	753
0	696
1	617
5	188
39	0
21	907
8	901
2	904
19	0
21	0
201	0
547	0
1256	1
1095	0
5034	5
2	185
356	184
160	75
1	75
4	158
6	158
29	239
0	239
1	238
2	229
0	2133
5	803
273	2133
0	2131
3	649
17	641
0	630
0	615
0	0
5	975
99	899
59	935
280	3366
3	3384
24	2661
13	2846
0	1206
0	517
1	515
1	516
152	514
0	536
95	273
36	273
7	564
13	564
0	0
881	0
6	0
4	0
18	349
16	349
1	41
1	41
0	1216
26	1437
261	531
0	1293
16	0
821	0
115	1953
107	1953
601	109
73	273
4	165
47	173
26	143
0	143
0	0
6	0
25	0
33	4
1	4
8	0
25	246
2	246
1639	1
184	0
222	1072
15	1072
591	4201
1	4152
2	3676
1	0
1402	0
1420	1
47	778
0	666
2	575
77	426
0	2
1111	1844
56	1844
311	762
3	762
5	0
709	0
0	0
72	1602
32	1602
0	0
0	0
0	0
16	660
2	599
2	577
3	552
265	3541
0	3383
27	3608
1	3348
39	3571
7	449
1	450
0	436
1	462
3231	2
29	175
4	175
298	0
52	573
25	573
0	78
170	608
0	608
1	37
8	39
5	751
0	760
0	789
1309	1
2	0
0	0
1	55
141	55
146	1
21	11136
0	11972
0	13436
173	12617
0	11878
1	1589
0	1526
64	1650
0	1587
174	594
793	594
39	935
0	940
3	945
664	0
83	0
0	0
0	3
0	3
11	42
3	42
1840	2
1	160
24	138
647	160
3	1509
0	1595
3	1498
0	1478
0	0
0	1020
0	1020
836	1597
19	1598
0	1021
0	1017
0	1404
2	1021
3	1397
124	0
454	1
2	1
0	1
0	13
31	225
19	225
6	13
3	3357
40	3325
1	3213
1	3106
2	579
0	585
0	525
0	468
0	359
0	358
26	274
1	23
51	0
2	405
0	405
1	1188
3	1188
111	1510
151	1510
0	7
2	7
14	14
1	14
37	0
4	0
0	541
35	541
25	0
20	640
1	655
13	597
1	375
40	375
1731	5
1	1754
79	1754
1750	0
358	0
206	1628
1	1623
99	2914
240	2914
78	60
3120	2
0	214
17	214
382	0
173	1242
66	1242
191	0
0	19
0	19
1	19
33	0
18	254
1	240
1	259
0	0
0	0
0	0
1367	0
17	348
0	348
3	348
126	1340
0	307
96	685
0	1268
1	775
0	302
13	1270
432	0
453	3314
0	4035
238	4032
2	3535
0	4054
0	3791
52	4051
16	76
84	76
942	0
26	899
0	866
0	557
0	550
46	289
0	289
129	0
31	236
0	283
0	284
436	411
82	745
20	659
0	0
1002	1935
7	1935
1865	1412
30	1412
404	0
61	905
40	905
1449	1
198	305
1	305
637	0
968	1
0	849
0	853
0	892
0	0
0	7155
1	7146
6	8676
5	3541
39	6756
320	211
0	41644
0	41990
0	31508
2	29859
139	0
3	305
2	305
2	302
2263	1
241	2
46	1934
12	1939
1	1847
0	16
0	18
0	12
2066	947
40	1089
58	1020
581	0
95	0
66	253
37	253
15	0
734	1
10	1274
11	1274
1275	1040
3	1039
0	0
3136	3
6179	2
12	8
0	807
0	836
0	797
0	755
1	465
51	0
12	239
0	246
16	237
539	0
90	0
0	5231
3	5160
150	4891
47	1
17	1
284	0
14	1056
111	1056
12	0
0	0
104	1170
16	1170
0	586
684	1
364	0
53	0
3	3181
258	3132
0	3138
0	1296
1	1280
26	1511
36	1361
0	1530
10	1622
0	1549
3	1580
7	1528
14	1617
4	1555
228	0
133	0
77	2050
185	2050
515	2495
18	2493
0	2424
0	0
6	0
825	1
369	1246
9	1174
35	1196
46	150
2	150
648	0
1551	0
1809	6
69	478
47	478
927	2
59	1882
76	1865
87	20
5	0
382	0
11	5806
0	6498
0	5741
48	395
41	264
1	369
0	276
0	233
1042	1
1010	0
599	746
21	887
15	761
793	0
1803	1
6	133
23	133
655	0
115	968
12	967
0	246
17	246
557	1
56	807
30	807
8	0
18	0
229	1
0	0
16	747
106	420
37	689
2	59
2	56
11	14
9	0
25	1072
15	1272
5	1186
6	289
20	289
0	253
0	253
0	256
0	232
8	554
98	554
37	27
8	27
626	0
780	1555
1	1360
0	1560
1632	2
340	0
650	0
1	0
916	1
2	21
0	20
0	21
9	139
5	139
55	824
0	824
924	0
0	1674
0	1472
0	1344
940	1
874	1
604	0
46	0
0	661
59	661
2198	2
1739	1
400	0
865	0
232	1633
559	1633
20	620
400	0
13	0
1671	3
58	86
36	1332
0	1573
2	1555
0	1554
25	1549
45	1513
0	1191
118	1191
0	0
1959	4
0	2208
172	1995
0	1825
56	2093
159	0
55	0
31	450
0	450
244	0
1	3
347	4128
258	4128
412	1959
1	1959
0	1569
271	2032
63	0
112	2781
1	2781
328	378
9	378
1394	0
2939	0
21	0
0	101
23	85
0	112
0	110
228	0
0	241
0	239
0	48
0	239
0	241
4	239
649	0
4	166
11	204
0	204
8	203
0	204
0	533
2	631
3	633
0	626
34	557
0	545
0	541
0	591
328	737
2	1172
0	718
3	1081
991	6629
0	6629
2	416
20	416
0	6
0	8
0	6
0	8
1	0
1	37
5	37
416	1620
1	1618
2	2001
6	2035
2	815
3	812
1	817
1889	0
0	26
0	26
1	0
5	1197
31	1219
5	590
4	1
0	1
243	1516
37	1195
233	1173
16	971
98	967
3	970
690	0
83	0
198	0
7	0
646	0
4	3
0	3
1	1
0	1
0	1
0	0
0	1
50	197
3	197
351	948
2239	950
8	103
0	111
78	111
106	0
24	1096
1	870
2	991
0	886
61	0
25	1217
18	1253
68	1212
0	1599
0	1478
5	1625
0	1279
1	1715
1	1900
0	456
5	714
54	615
23	530
6	293
7	1323
8	1446
3	1431
29	180
0	179
0	144
3	144
87	1755
18	1712
1	1208
36	1208
8	59
6	59
270	1
18	300
26	300
116	0
11	300
0	298
0	176
18	111
1	8
0	124
0	124
0	8
66	0
213	189
83	579
4	571
35	699
0	708
0	680
0	728
0	718
0	0
648	2
8	1745
71	2288
13	2050
8	1881
12	128
0	128
44	0
737	0
0	4
1	4
21	2327
2	2140
14	1982
11	1911
4	1914
1	1911
20	1924
42	1912
33	22
253	0
498	1552
0	1014
46	1553
137	0
28	783
5	777
1	649
11	0
0	569
1	435
0	297
10	186
1	171
1	183
5	159
17	5
0	5
67	1020
31	1389
60	65
2	29
1766	3
0	2492
0	2341
1	2240
114	2293
791	155
151	155
0	442
0	439
10	278
49	0
1163	0
113	0
660	0
490	0
20	24
0	55
8	55
48	0
0	0
0	0
419	0
2	3
0	3
0	3
0	3
0	3
0	3
2	3
0	3
69	0
13	0
0	27
6	4148
3	4192
0	3972
0	4009
0	3907
2	3740
772	0
672	2
19	28
4	29
0	11
2802	0
60	2020
13	1891
132	2383
152	1549
127	1655
0	142
18	142
0	0
222	0
9	0
94	150
28	378
8035	6
39	1364
20	1373
0	757
860	1
422	397
1	397
61	0
52	407
0	418
346	327
0	0
2	4
0	4
0	0
1314	0
609	0
95	164
0	0
27	82
137	82
2	0
769	0
13	0
42	1166
23	1166
17	0
24	102
2	102
904	0
75	620
373	0
184	0
213	441
43	441
12	0
261	0
29	0
85	1
0	1523
0	791
0	1691
49	1638
0	1677
41	491
0	500
0	445
15	262
653	6855
29	6855
44	571
28	526
14	532
11	260
11	260
0	1529
0	1493
19	1063
0	1504
1	1504
1	1055
153	1470
0	1504
0	0
22	1170
0	1140
0	624
385	1068
1433	0
0	126
178	126
1017	0
0	0
2958	5
6	1
0	20
0	20
1181	0
836	7
6	1131
0	1131
0	535
79	398
0	398
2110	0
1328	0
3	968
1	968
0	968
86	0
0	0
33	880
0	895
21	882
64	2481
59	2481
36	409
30	416
0	422
58	1634
1	586
10	861
31	1373
0	898
8086	2
0	15
4	15
0	50
1	50
0	50
2	1174
