UniqueCount	AmbigCount
876	0
30	340
6	221
27	306
0	278
21	213
156	1275
0	2230
0	2230
4	0
173	840
16	1225
40	945
0	945
1	905
2299	4
0	0
562	107
1	107
2572	2
0	1279
1	1230
3	1124
39	1217
0	856
0	920
0	850
1	752
8	230
40	0
19	877
22	869
1	876
22	0
20	0
207	0
475	0
1058	0
1410	1
4487	6
2	252
391	252
112	42
1	42
4	179
9	179
55	448
0	448
0	447
3	433
0	1386
4	626
173	1386
0	1384
4	557
8	547
0	527
0	529
0	0
6	895
73	833
36	820
206	2604
6	2624
27	2086
28	2232
0	952
0	425
0	427
0	427
102	407
0	418
98	420
50	420
7	780
17	780
0	0
1162	0
24	0
1	0
7	207
8	207
0	14
0	14
0	1312
22	1568
174	618
6	1402
82	0
807	1
74	1588
103	1588
449	74
94	325
13	257
36	239
31	188
0	188
1	0
2	0
11	0
3	1
0	1
17	0
41	613
2	613
1433	2
258	0
257	1149
27	1149
474	3695
4	3530
0	3108
0	0
1666	1
1221	0
54	823
0	700
3	605
76	455
0	1
587	1103
53	1103
316	648
8	648
0	0
712	1
51	0
90	1447
8	1447
73	269
0	267
0	269
6	852
1	759
1	746
0	704
214	2596
0	2506
25	2671
1	2481
23	2623
3	464
5	460
4	446
0	479
3523	6
39	219
12	219
78	0
75	609
48	609
1	56
130	428
1	428
1	55
18	55
0	767
0	791
2	815
1370	2
8	0
0	0
2	90
262	90
269	0
27	10587
0	11511
1	12895
184	12078
0	11433
1	1504
0	1423
71	1533
0	1447
214	631
828	632
35	1226
0	1230
14	1234
512	0
113	0
0	0
0	5
0	5
10	37
9	37
1662	0
0	168
15	136
555	168
3	1610
0	1711
1	1591
0	1572
0	0
1	930
0	930
526	1379
11	1382
0	933
1	932
0	1206
0	933
1	1204
70	0
429	0
2	22
0	22
0	9
30	311
22	311
4	9
1	4367
53	4255
1	4192
10	4015
1	493
0	488
0	433
0	400
0	330
0	330
14	266
4	6
5	0
2	169
0	169
1	1189
4	1189
63	946
96	946
0	22
7	22
3	10
0	10
41	0
917	1
1	679
30	679
25	0
24	686
0	705
10	658
2	262
24	262
1921	2
2	1064
69	1064
1536	2
367	1
195	1324
4	1323
70	2332
173	2332
38	51
2528	1
2	298
18	298
1250	0
135	1024
45	1024
436	0
0	27
0	27
3	27
28	0
27	237
0	216
0	237
0	4
1	1
1	4
1239	1
33	715
0	715
0	715
144	1201
0	393
153	667
2	1081
0	685
1	392
11	1078
610	0
605	3878
0	4671
307	4670
0	4068
0	4683
0	4383
63	4683
16	161
152	161
1150	0
18	727
0	693
0	401
0	406
70	363
0	363
507	0
26	295
0	348
1	347
234	456
58	662
9	607
1	0
1493	3034
17	3034
2337	2218
62	2217
434	0
91	1085
73	1085
1573	0
176	369
6	369
726	1
778	0
0	645
0	632
1	660
0	0
0	6551
1	6527
1	7856
1	3165
30	6196
312	316
0	27065
0	27372
0	20515
6	19270
157	0
3	171
2	171
0	171
2366	2
123	0
72	2422
12	2431
0	2290
0	56
0	60
7	28
1835	859
43	1036
39	940
799	0
66	0
64	235
54	235
36	0
701	0
6	1319
14	1319
2502	1965
3	1963
0	1
2948	6
3954	4
2	0
1	926
0	971
0	916
0	889
6	481
103	0
15	176
0	185
16	183
882	0
145	0
0	4852
7	4779
188	4506
42	2
6	2
285	0
16	1227
116	1227
15	0
0	0
112	1307
11	1307
1	669
641	0
328	0
43	0
1	3029
234	2996
0	2985
3	1370
0	1354
38	1698
27	1526
0	1428
8	1535
0	1448
3	1489
7	1422
15	1521
3	1448
228	0
236	0
68	1908
170	1908
297	1463
15	1463
0	1415
0	1
0	0
843	0
222	830
7	814
23	845
39	225
1	225
536	3
1443	0
2305	3
69	484
44	484
739	0
57	1814
70	1798
66	26
4	0
327	0
17	7506
0	8672
0	7586
61	413
28	263
3	389
0	279
2	236
1196	3
1206	1
1000	756
44	868
11	733
1070	0
2467	0
7	102
20	102
834	0
131	844
19	844
1	296
25	296
944	0
71	955
37	955
7	0
82	0
44	0
0	0
26	543
65	321
29	489
0	54
0	54
6	9
2	0
52	1601
25	1885
8	1701
2	504
33	504
0	221
0	220
0	227
0	212
3	425
139	425
67	29
18	29
660	0
647	1464
0	1292
0	1468
806	0
340	0
618	0
4	0
1119	0
0	5
0	5
1	5
11	169
12	169
156	1920
1	1920
1002	13
0	1892
0	1648
0	1538
716	0
736	1
962	0
2	0
0	719
88	708
3196	3
1243	0
428	0
718	1
253	1711
586	1711
21	612
710	0
9	0
1621	0
60	81
26	1569
0	1865
1	1852
11	1846
33	1798
41	1763
0	906
90	901
0	0
1735	1
1	1891
157	1669
0	1526
31	1798
155	0
86	0
29	298
0	298
251	0
31	113
325	3149
234	3148
385	2031
0	2031
0	1782
359	2337
83	0
151	3062
2	3062
350	643
15	643
1487	0
3121	2
98	0
0	215
30	136
0	227
0	221
223	0
0	208
0	205
0	54
0	207
0	208
3	207
502	0
3	181
17	219
0	219
2	218
0	219
1	514
1	605
1	618
0	603
35	541
0	530
0	514
0	587
365	672
1	1802
0	1186
13	1682
966	6259
0	6259
14	1037
37	1037
3	64
0	68
0	68
0	68
0	0
0	35
7	35
577	1610
0	1610
0	2513
7	2573
0	674
2	659
1	700
2410	1
1	50
0	50
0	0
7	994
20	1017
1	514
8	3
0	3
211	1645
76	1311
