UniqueCount	AmbigCount
362	6779
252	7053
117	7659
0	12
0	12
0	9
0	4
0	120
0	105
0	14458
0	14926
0	14016
0	14484
0	0
20	768
0	768
4799	0
61	0
29	0
5484	0
2206	0
2	3281
0	3299
70	3287
43	3054
7	3039
223	2762
335	517
0	18
1	18
2714	0
4717	0
27	1548
71	1828
57	1721
0	62
0	62
0	62
1979	0
69	4461
4	4461
404	0
1054	0
676	1559
0	1559
0	1652
16	1069
1	1046
23	1022
1	1201
0	869
21	1160
0	4911
40	4809
3	4682
0	4643
283	4704
4	708
27	1169
0	1185
68	1211
138	0
0	551
0	777
0	1023
0	557
6	931
3	935
0	675
0	740
12463	0
87	0
503	0
62	0
219	0
0	474
0	453
0	474
0	453
0	428
0	424
0	390
0	452
0	444
0	473
2	448
884	0
54	0
132	0
1375	44160
218	44160
54596	0
40	4
0	4
449	0
1514	35
0	35
8575	0
11	1255
0	1756
0	1756
177	0
5	3739
11	3739
1871	0
17711	0
0	412
0	565
1	565
22	2027
549	2027
224	0
2466	0
0	42
0	30
0	40
8	52
0	2258
26	2104
206	2096
22	1455
3460	0
1362	0
0	0
1237	0
19	1330
52	1330
24	1297
642	0
598	0
183	3165
11	3165
0	2383
0	2359
0	2011
0	2001
12	2359
23	2361
1046	0
4835	0
4	2881
933	2881
0	20
0	19
0	20
0	23
0	23
48	0
7	574
41	574
5278	0
1433	0
1404	0
43	9922
916	9922
2464	2
64	2
2545	0
401	11254
32	10730
1	11382
828	0
1918	0
2	0
268	0
18	3018
12	1198
0	3109
11	1223
123	2432
20	1225
7	3032
253	1308
547	2118
233	2132
906	0
2	52
1	54
1	53
1708	2011
764	0
1	0
4	155
57	155
469	2384
198	2384
2997	0
3	0
1033	0
53	0
45	0
167	0
381	0
106	0
22	0
63	0
159	2449
0	2449
98	522
17	522
275	1246
8	1246
1519	0
2445	0
4431	0
60	0
180	0
30	2415
543	2415
2131	0
479	0
6090	0
1349	0
1383	0
381	1
278	1
3414	0
1519	0
4163	0
6617	0
452	0
164	10
728	0
3147	0
0	56
6	50
0	62
1883	13345
451	13345
3160	0
537	3358
0	3358
33	0
1980	0
717	0
129	502
25	499
2	747
8	830
9	583
1	576
0	567
77	534
4	903
188	903
2	0
188	0
4017	0
0	0
5382	0
0	2585
138	2585
318	2498
1746	0
386	0
405	0
6	3487
72	3487
0	3743
17	3743
1	3479
686	3464
8	1
0	1
161	6186
133	6186
2	550
0	490
0	713
26	573
76	712
3991	0
4712	0
1922	59
23462	0
465	0
3824	0
2953	0
429	101
523	101
10	0
16	0
3000	0
1111	1936
20	1936
20795	0
43	10226
0	12000
