UniqueCount	AmbigCount
122	2607
204	2765
20	3037
0	14
0	14
5	74
0	10
0	20
0	15
0	12554
0	12960
0	12127
0	12533
0	0
8	399
4	399
5396	0
38	0
42	0
5644	0
2702	0
0	2283
0	2288
39	2283
61	1964
0	1941
56	1609
445	651
0	32
0	32
3140	0
4666	0
70	1411
94	1658
37	1513
0	53
0	53
0	53
1321	0
79	6300
0	6300
254	0
1066	0
695	1509
0	1509
1	1728
14	1121
8	1164
22	1129
6	1304
0	963
1	1237
0	5014
164	4853
1	4486
0	4444
12	4538
5	614
0	1118
59	1125
7	1125
132	0
0	2031
1	2835
1	3552
1	2046
5	3216
7	3505
2	2651
0	2587
11618	0
59	0
366	0
31	0
158	0
0	575
0	578
0	575
0	578
1	574
0	539
3	511
0	575
0	572
0	611
0	577
887	0
100	0
292	0
1010	40777
321	40777
48336	0
22	2
0	2
603	0
1280	31
0	31
10922	0
21	1265
0	1767
0	1767
171	0
1	3905
1	3905
2014	0
17594	0
0	446
1	619
0	612
30	1985
522	1985
431	0
2494	0
2	31
0	24
0	29
5	36
0	2271
28	2097
205	2073
12	1443
3611	0
1605	0
0	0
651	0
13	1316
85	1316
35	1297
458	0
757	0
169	3016
7	3016
0	2494
0	2477
0	2144
0	2141
1	2476
21	2476
921	0
6963	0
6	2709
808	2709
0	2
0	2
0	2
0	2
0	2
36	0
4	465
55	465
5809	0
1509	0
1287	0
60	9725
894	9725
2710	0
36	0
2255	0
407	10972
44	10447
2	11143
711	0
1653	0
0	0
83	0
13	2759
10	1199
0	2860
14	1212
111	2325
16	1217
3	2770
218	1466
531	2215
273	2185
688	0
3	35
0	37
1	37
1407	1979
450	0
1	0
3	356
206	356
303	1733
118	1733
2202	0
4	0
737	0
46	0
39	0
124	0
348	0
119	0
13	0
168	0
6	2830
0	2830
159	694
1	694
309	1123
0	1123
1219	0
3203	0
3856	0
103	0
162	0
26	1799
382	1799
1484	0
293	0
6208	0
1446	0
1543	0
485	2
206	2
3514	0
999	0
3614	0
5780	0
268	0
127	2
504	0
3283	0
0	48
5	42
0	53
2243	13706
348	13706
3083	0
364	3313
3	3313
66	0
2063	0
1232	0
115	272
13	272
16	456
19	554
4	352
2	360
1	328
39	587
3	923
224	923
923	0
1109	0
3652	0
0	0
5282	0
0	2697
1	2489
353	2565
1973	0
330	0
665	0
4	4598
61	4598
28	3664
0	3664
1	3502
717	3496
2	0
1	0
97	5400
89	5400
1	364
2	343
0	514
38	444
30	513
4447	0
4464	0
1689	51
21061	0
569	0
3279	0
2936	0
503	120
380	120
2	0
6	0
2314	0
1039	1501
14	1501
18631	0
32	7908
0	9207
9	8931
7	8999
13	7600
16	8979
58	9082
46	9207
1842	0
29	0
724	1696
2	1622
0	1570
0	1583
1	1585
6	203
53	206
2056	0
1413	0
191	0
0	1161
0	1549
212	1550
742	0
1	946
414	1879
9	1935
34	1936
0	1567
30	1760
