UniqueCount	AmbigCount
190	3322
112	3436
54	3790
0	6
0	6
7	26
0	6
0	86
4	96
0	12841
0	13296
0	12344
0	12799
0	0
16	505
2	505
4888	0
30	0
53	0
5622	0
2140	0
3	2753
0	2793
61	2757
36	2400
16	2379
124	2081
446	694
0	15
0	15
2260	0
4676	0
46	1980
102	2312
10	2071
0	41
0	41
0	41
1222	0
83	5796
1	5796
228	0
855	0
652	1913
0	1913
0	1821
24	1313
1	1253
14	1225
9	1346
0	1044
6	1179
0	5519
49	5299
1	4904
0	4900
5	4969
9	1329
0	1795
0	1815
152	1889
240	0
1	1537
2	1977
0	2476
1	1489
4	2136
7	2214
0	1675
5	1963
11702	0
83	0
578	0
28	0
198	0
2	475
0	446
0	464
0	435
8	435
0	413
0	384
0	426
0	430
0	452
1	432
779	0
46	0
149	0
1292	52552
410	52552
56561	0
49	3
1	3
630	0
1909	46
0	46
7317	0
13	1187
0	1605
0	1605
393	0
50	3864
161	3864
2517	0
17470	0
77	495
1	581
2	574
55	2047
571	2047
277	0
2135	0
0	29
0	26
0	34
7	37
0	1615
12	1471
157	1464
6	1027
3425	0
1370	0
0	0
982	0
11	1021
43	1021
41	993
551	0
1242	0
183	3358
6	3358
0	2684
2	2667
0	2335
0	2329
4	2664
18	2664
1131	0
6650	0
3	3086
871	3086
0	5
0	5
0	5
0	5
0	5
24	0
5	456
41	456
6197	0
1625	0
1560	0
50	9399
867	9399
2028	3
72	3
2530	0
420	9001
14	8644
0	9099
959	0
2013	0
3	0
319	0
11	3095
19	1086
0	3177
15	1096
119	2508
18	1097
5	3103
220	1549
642	2642
274	2727
466	0
0	46
1	46
0	44
1561	2096
673	0
4	0
24	533
274	533
368	2209
115	2209
2901	0
0	0
1287	0
32	0
47	0
147	0
464	0
170	0
82	0
364	0
1	1577
0	1577
261	1162
9	1162
358	1222
2	1222
866	0
2955	0
4018	0
154	0
189	0
15	2466
400	2466
1801	0
571	0
5838	0
1436	0
2014	0
328	2
238	2
4001	0
1184	0
3362	0
6478	0
848	0
52	8
516	0
3449	0
0	32
3	32
0	41
2022	13333
560	13333
2695	0
423	2708
6	2708
106	0
2754	0
1105	0
182	533
40	533
0	744
15	863
43	659
2	647
1	607
66	533
2	952
208	952
2711	0
3706	0
4592	0
0	0
4985	0
0	2724
112	2585
357	2591
2982	0
632	0
519	0
5	5780
111	5780
60	4232
20	4232
0	3766
661	3740
1	1
3	1
156	5495
161	5495
0	426
4	400
0	569
35	475
55	569
3932	0
5148	0
1441	40
21094	0
723	0
3201	0
3485	0
496	44
491	44
14	0
7	0
2406	0
1039	1524
12	1524
15399	0
64	12217
0	14205
33	13783
22	14038
33	11870
58	13873
57	13886
32	14171
2223	0
215	0
1066	1910
1	1828
0	1741
0	1749
0	1753
5	185
53	190
2202	0
1309	0
188	0
3	719
18	948
46	956
897	0
0	838
385	1805
1	1684
0	1674
6	1497
3	1709
11	1128
4	1099
0	1150
8	1124
285	2406
2	2406
6	488
210	488
1927	0
124	0
944	0
5	359
295	1967
356	1176
22	42
3302	0
7689	0
57	0
15863	0
9	0
1876	377
2	377
155	5700
0	5265
4	5423
0	4988
3	4307
3510	0
4928	0
6	1433
1	1599
4	1583
96	1578
1675	0
5542	0
654	0
4553	0
1	297
1	297
1344	123
1	0
9	30
406	123
0	0
432	30
627	0
8235	0
122	0
0	0
5	131
544	131
58	2444
21	2398
0	2198
0	2210
0	2210
0	2198
0	2177
9	2222
57	734
0	734
24	0
5103	0
513	0
1593	0
143	0
673	21
5	21
134	0
18	652
99	692
10	692
3	361
6583	0
108	5436
85	5688
744	5614
0	0
173	0
4	1197
1	1197
5	0
0	0
0	0
8	0
118	486
0	486
0	0
238	1494
0	1496
58	23
0	1015
0	1017
5504	0
242	0
27	9931
9	9931
49	1019
1	1019
0	995
1607	0
189	826
37	826
415	0
4760	0
217	0
21	0
244	3220
0	3220
15	3084
0	6877
0	6877
909	0
127	0
836	0
140	757
1	757
11602	14
1510	0
930	1398
87	1398
2223	0
717	0
2	638
3	614
0	651
63	635
0	637
0	636
0	636
17	635
0	651
0	627
0	627
0	604
0	596
0	597
0	602
0	606
0	596
0	602
522	2938
7	2938
64	2325
58	2325
11984	0
1029	2206
3	2182
6	2200
14	2208
1	2209
0	2204
0	2200
5355	0
384	0
0	0
0	0
0	0
0	0
485	2030
0	1238
0	2078
7	502
3	430
107	611
2060	0
16	0
54	3
0	3
846	0
604	3337
1	3337
1761	0
2331	0
1824	0
2	0
0	0
17	694
37	694
6	177
1	137
5	150
0	161
0	129
0	135
0	216
2	199
0	160
3156	0
0	10
877	10
4	2461
4	2355
0	1800
0	1694
223	0
2229	288
1	29
21	31
5409	288
122	19
80	0
0	3058
0	3120
73	3337
3	3432
0	3215
1	3513
0	3157
13	3366
0	3205
0	3278
3	3355
0	3584
7	3577
0	0
0	0
110	3116
0	3116
27	2732
1534	0
1493	0
0	0
16	446
0	480
0	493
0	507
0	465
1	452
6	488
3	465
7	453
0	488
9	3442
287	3527
0	28
0	30
0	29
0	30
0	0
381	6633
0	291
3	1324
2	1394
0	1390
0	1417
0	1169
17	0
2	1291
0	1110
0	1318
1	1281
0	1283
0	17
4	17
56	1041
0	4
0	4
205	1288
24	545
0	19
0	19
0	0
433	172
88	1054
65	1054
89	1599
52	736
0	162
0	275
279	167
0	2001
8	1881
0	21
1	28
0	21
0	22
0	13
0	9
0	13
2	9
0	0
0	0
0	275
0	21
0	1
0	0
0	0
0	0
5	0
0	0
0	26
0	32
0	10
0	0
0	26
0	28
0	0
0	706
0	720
0	691
0	696
177	617
7	0
44	590
0	671
0	656
1	685
0	661
0	0
1	23
0	37
0	37
0	37
0	60
0	49
0	48
0	47
0	37
1	30
0	40
8	179
2	1070
37	1084
18	1079
0	1097
0	1116
0	1084
2	1105
0	1085
0	1065
3	1052
1	1077
0	0
0	294
0	50
6	93
0	34
0	34
0	42
0	35
0	0
0	31
65	0
0	1389
290	1730
0	14
732	1409
0	0
6	34
10	56
3	86
8	163
1323	6227
3	2155
4	1957
0	1954
0	2155
4	2114
4	2117
5	101
143	228
6	417
17	39
5	493
0	486
1	486
66	1939
241	2312
848	1123
11	698
0	152
0	262
3994	1426
0	69
15	58
0	48
0	72
0	45
0	60
14	93
3	58
0	2
1	0
0	2
0	3
0	271
0	160
0	30
0	0
0	70
0	72
369	3589
0	140
1	120
2	137
8	8
0	51
0	44
0	26
0	1
3	10
0	95
0	94
0	96
122	751
9	60
3	30
3	36
2180	0
21	29
119	485
0	12
1	9
0	11
217	496
0	448
0	448
0	6788
6	6682
23	6560
2840	0
0	1289
0	1468
5	1017
0	1207
0	802
1	1609
105	1406
33	3750
0	4040
143	3898
379	4115
2	3476
0	3986
0	3986
17	3154
7	2724
11310	0
2956	0
3	0
1	368
1	342
0	248
1	1042
1	1045
6	1059
1	1064
0	0
41	27
9	26
6	6
264	0
3	0
1736	0
1295	0
68	0
3056	0
2135	0
2306	0
4907	0
5	316
0	1317
1011	1305
6034	0
6	224
0	301
0	301
0	301
448	7600
6	7600
0	4942
24	5014
318	5062
1	5056
0	4942
10	4748
0	3446
4	4159
1967	0
47	497
552	705
47	706
747	5205
18	5205
968	0
50	0
118	2394
0	2473
1	2338
4	2722
225	3382
3	2386
0	2415
0	2726
43	2335
2	2478
11	1931
401	2595
947	0
0	1676
586	1676
771	975
475	1140
12	430
2	24
0	1
28	134
3	123
2	99
2	30
1	33
8	7
1	115
22	2381
11	1839
0	48
0	81
2	42
8	61
0	16
16	2968
10	2736
49	3426
9	1178
106	1178
2	485
0	184
0	184
18	145
0	0
4	1
0	17
319	3188
9	24
9	150
0	58
0	69
0	60
233	136
0	1417
0	1415
11	1438
0	457
2	106
1	101
0	98
21	345
1	292
0	286
0	233
0	278
0	274
0	225
1	277
0	275
0	287
0	276
0	289
0	281
0	283
0	255
0	253
0	278
0	274
201	46
45	245
13841	1327
5	36
0	0
2	11
7	139
0	0
0	118
1	112
