UniqueCount	AmbigCount
9	2016
12	2141
64	2751
8	1688
6	1845
894	8105
19	80
1	549
2	498
0	11404
0	11773
0	10943
0	11312
4	0
102	3358
34	3358
2268	0
769	0
23	0
5708	0
4397	0
27	3722
3	3808
202	3742
82	2293
0	2202
64	946
1952	2835
0	36
0	36
11424	0
12482	0
24	1522
89	1832
51	1707
0	102
0	102
1	102
2284	0
62	4817
2	4817
163	0
797	0
941	2140
9	2140
0	1888
54	1286
6	1263
61	1215
18	1352
1	1008
36	1294
0	5388
236	5225
2	4913
56	4976
2	4992
6	521
12	868
0	869
3	870
250	0
0	496
1	679
1	875
1	468
9	751
4	827
0	607
1	658
19349	0
114	0
515	0
623	0
13	0
0	863
0	866
0	904
0	908
10	884
0	884
0	844
1	906
0	908
0	932
4	907
968	0
187	0
878	0
397	25103
183	25103
30779	0
27	3
0	3
1018	0
2189	66
1	66
16661	0
49	3421
0	4510
0	4510
6349	0
9	8645
44	8645
3165	0
23354	0
0	1186
0	1648
15	1638
20	2133
612	2133
279	0
2724	0
79	1693
9	1491
1	1513
20	1714
0	2072
64	1853
108	1828
14	1383
2276	0
992	0
0	0
3162	0
23	1475
21	1475
391	1466
391	0
2518	0
240	4611
16	4611
0	7407
9	7290
0	6397
0	6377
17	7285
20	7285
676	0
5645	0
7	7182
2330	7182
0	9
0	8
0	9
0	8
1	9
68	0
17	518
53	518
8489	0
1757	0
1655	0
19	6261
594	6261
1401	0
41	0
2187	0
245	5163
27	4903
0	5238
1044	0
1744	0
522	0
1899	0
32	4220
26	1779
0	4368
16	1793
179	3523
14	1796
32	4236
644	2714
691	3371
311	3293
950	0
1	40
0	40
0	40
2106	2818
490	0
18	0
32	690
427	690
124	902
51	902
1201	0
1	0
308	0
43	0
123	0
240	0
100	0
56	0
143	0
386	0
5	4734
0	4734
312	1507
5	1507
368	1227
22	1227
3863	0
4826	0
3077	0
116	0
797	0
34	2773
540	2773
865	0
302	0
4679	0
4973	0
1199	0
369	2
92	2
3178	0
652	0
4882	0
6787	0
694	0
589	18
374	0
2714	0
0	68
4	38
2	102
1240	9803
431	9803
3722	0
537	3976
20	3976
422	0
3315	0
936	0
34	117
0	116
1	182
3	223
1	153
0	151
0	143
73	862
126	1393
175	1360
2563	0
210	0
4717	0
0	0
6128	0
0	5685
3	5173
619	5297
2694	0
209	0
294	0
53	3717
33	3717
39	8134
1	8134
9	7868
1521	7847
112	6
8	6
94	5074
143	5074
6	2481
3	2093
0	3708
146	2797
451	3708
4755	0
6348	0
1091	99
15400	0
669	0
1638	0
3381	0
1139	453
2045	453
5	0
11	0
1543	0
1290	1962
21	1962
15727	0
11	4671
0	5382
5	5220
6	5270
13	4384
14	5235
42	5249
8	5371
1382	0
74	0
1084	2183
103	2161
0	1952
0	1891
0	1895
33	1284
654	1294
2924	0
666	0
124	0
9	1066
10	1205
94	1190
1287	0
0	1120
534	2081
8	2080
26	2025
21	1762
70	1991
2	1439
0	1472
0	1517
3	1476
99	663
4	663
28	820
322	820
904	0
185	0
1016	0
35	352
266	795
174	600
75	305
3388	0
1962	0
406	0
5054	0
24	0
1991	317
0	317
145	6083
2	5641
67	6015
0	5573
5	4866
2158	0
815	0
5	1479
2	1598
2	1564
98	1566
498	0
7087	0
235	0
4038	0
2	873
42	873
182	25
6	0
8	7
176	25
0	0
172	7
1302	0
14258	0
77	0
0	0
14	104
267	104
32	948
3	915
0	829
0	837
14	836
0	831
0	805
0	833
10	440
0	440
177	0
9068	0
607	0
418	0
1267	0
5537	192
4	192
1338	0
45	794
116	841
3	841
14	501
3769	0
20	7977
87	8287
844	8192
0	0
6	0
3	2312
1	2312
107	0
9	0
4	0
2	0
16	71
0	71
0	0
236	2941
0	2934
108	56
0	2253
0	2247
4852	0
729	0
67	9661
8	9661
92	1933
14	1933
2	1868
3263	0
246	910
54	910
155	0
1849	0
159	0
129	0
50	3225
0	3225
101	3178
0	14345
0	14345
697	0
143	0
1788	0
2	1113
133	1113
16819	18
1231	0
1345	1501
78	1501
1788	0
546	0
1	1295
6	1265
0	1288
90	1293
0	1295
0	1263
0	1263
0	1254
0	1288
0	1254
0	1254
0	1231
