UniqueCount	AmbigCount
184	5366
91	5563
112	6192
0	19
0	19
0	32
0	12
0	360
0	306
0	18635
0	19250
0	18034
0	18649
1	0
5	220
0	220
5238	0
63	0
14	0
4452	0
2269	0
1	3025
0	3070
63	3026
37	2797
33	2791
140	2533
431	524
0	9
0	9
2854	0
4661	0
1	913
69	1162
0	1055
0	101
0	99
0	99
1771	0
92	4909
0	4909
488	0
773	0
707	1683
2	1683
0	1745
30	1179
1	1134
18	1108
4	1262
0	920
23	1260
0	5735
61	5472
2	5727
1	5675
591	5735
1	585
0	894
0	923
100	959
403	0
0	890
0	1184
0	1484
2	858
4	1334
5	1375
0	1014
0	1133
13091	0
113	0
508	0
57	0
99	0
0	457
0	442
0	457
0	442
0	433
0	421
0	396
3	437
0	447
0	468
0	435
897	0
31	0
67	0
1449	60934
604	60934
74692	0
58	10
0	10
796	0
2069	54
0	54
8908	0
24	1521
0	2220
0	2220
255	0
0	5485
7	5485
2418	0
18958	0
0	351
0	478
3	472
323	2128
306	2128
259	0
3071	0
0	31
0	23
0	24
3	32
0	2588
35	2312
256	2301
9	1787
3175	0
1832	0
0	0
166	0
9	738
55	738
16	734
651	0
549	1
212	3924
11	3924
0	2474
2	2442
0	2126
0	2115
13	2439
11	2440
1179	0
7457	0
6	3392
1085	3392
0	35
0	35
0	36
1	32
0	31
92	0
2	583
9	583
6382	0
1830	0
1467	0
41	8703
795	8703
3358	3
90	3
2381	0
566	13306
35	12723
2	13467
877	0
2036	0
5	0
285	0
12	3766
12	1367
0	3844
18	1399
122	2962
23	1402
6	3773
150	1357
675	2665
290	2654
809	0
0	53
2	53
3	54
1902	2528
941	0
1	0
8	283
134	283
413	2305
182	2305
2574	0
1	0
1081	0
128	0
41	0
157	0
596	0
219	0
3	0
521	0
7	3168
4	3168
336	1186
12	1186
509	1734
6	1734
1582	0
2484	0
6469	0
209	0
186	0
18	2733
532	2733
2646	0
762	0
5193	0
1857	0
1991	0
318	0
183	0
4663	0
2190	0
4864	0
10585	0
379	0
156	3
1148	0
3913	0
0	82
10	70
0	101
2558	17137
612	17137
3730	0
471	3396
1	3396
63	0
2734	0
1364	0
144	567
28	567
7	944
71	1109
19	735
7	716
0	673
117	586
1	981
229	980
133	0
600	0
4762	0
0	0
6386	0
0	3669
92	3434
516	3501
2024	0
762	0
873	0
6	4136
82	4136
3	4010
16	4010
1	3728
652	3697
0	9
2	9
158	6504
158	6504
5	578
0	519
0	793
30	622
101	792
4196	0
5145	0
1978	100
27205	0
1067	0
3280	0
3337	0
626	135
852	135
10	0
19	0
2892	0
1319	1856
15	1856
23725	0
39	10008
0	11687
22	11165
9	11419
13	9875
4	11400
66	11428
0	11616
2057	0
358	0
806	1692
1	1647
0	1498
0	1506
0	1518
