UniqueCount	AmbigCount
1051	1
45	430
3	285
29	363
2	306
21	275
142	1122
0	2229
0	2229
5	0
182	971
10	1467
40	1121
0	1121
1	1032
2399	0
0	0
509	71
0	71
2323	1
0	1713
0	1630
2	1494
68	1588
0	1105
0	1203
0	1091
0	939
12	297
31	0
11	1066
16	1056
4	1065
15	3
18	3
165	0
390	0
1346	0
1380	0
4930	3
0	342
560	339
199	93
3	93
8	161
9	161
53	459
0	459
5	457
3	435
0	2505
6	1086
304	2506
0	2500
3	911
5	894
0	865
0	844
0	0
6	1048
79	943
55	998
220	3115
6	3131
27	2414
19	2568
0	1177
1	551
0	551
0	551
130	550
0	567
81	439
163	439
4	540
19	540
0	0
959	0
56	0
8	0
9	182
15	182
0	2
0	2
0	1237
45	1454
302	506
3	1296
29	0
479	0
82	1631
79	1631
460	89
58	207
1	115
42	130
36	165
0	165
0	0
5	0
91	0
33	0
0	0
18	0
37	777
3	777
1362	1
238	0
260	1051
28	1051
420	3456
0	3339
1	2899
1	0
2009	1
1570	1
55	761
0	671
1	568
101	446
0	0
800	1467
19	1467
317	633
21	632
4	0
789	0
0	0
73	1252
11	1252
0	3
0	3
0	3
14	844
0	745
2	700
0	719
221	3101
0	2964
24	3201
1	2946
8	3190
15	645
5	641
0	627
0	673
3683	0
36	227
13	227
202	0
53	582
35	582
2	59
180	581
2	581
5	31
25	31
4	835
0	840
0	860
2013	0
3	0
0	0
2	84
207	84
66	0
27	14678
0	15873
0	17902
219	16639
1	15675
1	1609
0	1541
76	1652
0	1587
209	544
764	545
36	1267
0	1274
8	1278
497	0
144	0
0	0
0	10
0	10
3	9
1	9
2313	2
0	364
33	327
1334	365
1	1891
0	2006
1	1888
1	1827
0	0
1	1247
0	1247
848	1883
8	1886
0	1248
0	1246
1	1670
1	1248
0	1667
263	1
594	0
0	4
1	4
0	17
18	168
9	168
5	17
2	4283
57	4188
2	4126
4	3935
8	813
0	827
0	756
0	665
1	499
2	498
84	379
52	146
4	0
6	471
0	471
0	999
1	999
105	1431
187	1431
0	12
2	12
12	34
0	34
213	0
2	0
0	721
38	721
38	0
40	794
2	822
16	772
5	450
64	450
2223	1
0	1547
61	1547
1606	0
406	0
210	1954
7	1952
80	2320
164	2320
54	58
3860	1
1	294
28	294
372	0
167	1175
45	1175
280	0
0	18
0	18
1	18
27	0
24	196
1	187
1	202
1	1
0	1
0	1
1898	1
21	650
1	650
0	650
178	1540
0	455
123	862
0	1379
0	845
0	450
25	1392
391	0
409	2954
0	3589
271	3586
0	3133
0	3603
0	3340
38	3599
10	106
122	106
826	1
21	847
0	813
0	471
0	452
54	320
0	320
199	0
18	254
0	292
0	292
386	410
74	681
14	607
5	0
1313	2812
9	2812
2675	2269
68	2266
401	0
73	1056
44	1056
1741	0
193	250
6	250
1030	0
1082	0
0	1019
0	1042
0	1088
0	0
0	6794
0	6782
11	8255
2	3236
65	6345
279	221
0	21348
0	21594
0	16131
0	15206
268	0
9	496
8	495
1	486
2079	2
253	0
68	2109
19	2119
0	1996
0	31
0	32
2	17
1775	775
44	933
42	884
656	0
76	0
65	219
45	219
24	0
897	0
3	1389
7	1389
1600	1156
4	1155
1	1
2846	4
4963	0
25	27
2	849
0	879
0	835
0	800
7	473
76	0
7	270
0	283
22	277
746	0
47	0
0	4891
12	4810
178	4574
45	0
13	0
230	0
10	1078
118	1079
36	0
0	0
95	1296
14	1296
0	665
666	0
262	0
36	0
0	3218
241	3182
0	3165
2	1486
0	1462
54	1756
48	1586
0	1590
12	1713
0	1629
2	1642
8	1589
10	1707
7	1636
226	1
229	0
77	2253
172	2254
178	862
7	861
0	840
0	1
15	0
628	1
396	1206
9	1156
33	1155
35	155
1	155
514	0
1211	0
1712	1
97	485
46	485
860	0
45	2028
57	2011
96	32
5	0
583	0
11	6046
0	6814
0	6036
48	385
39	245
0	365
2	264
2	214
1232	0
1005	1
1522	794
58	929
4	792
972	0
1960	2
20	399
47	399
801	1
110	882
26	882
0	289
21	289
640	0
64	990
69	990
60	0
86	0
3	0
2	0
28	562
110	323
29	526
10	73
9	72
7	12
6	0
31	1582
19	1863
28	1716
22	1209
75	1209
0	346
0	345
0	359
0	323
8	592
112	592
59	34
25	34
733	1
710	1437
0	1270
0	1446
1850	0
313	0
706	0
2	0
1557	0
2	22
0	22
1	22
7	181
13	181
100	1237
3	1237
700	1
0	1750
2	1518
1	1421
728	0
1127	1
686	0
15	0
0	1113
100	1112
2480	1
1430	0
531	1
556	1
206	1640
545	1640
38	549
677	3
17	0
1521	0
32	50
50	2449
0	2880
5	2850
23	2842
53	2817
89	2744
0	1076
100	1076
0	0
1692	2
1	2002
148	1766
0	1648
68	1910
349	0
111	0
53	1026
0	1026
245	0
0	1
268	3235
208	3235
350	2039
1	2039
0	929
224	1203
58	0
126	2117
2	2117
515	673
14	673
1719	1
2954	1
13	0
0	213
18	136
0	217
0	210
201	0
0	299
0	298
0	60
1	299
0	299
6	299
560	0
4	164
16	190
0	190
1	190
0	190
1	587
1	670
3	675
0	669
30	595
0	575
0	595
0	645
194	684
1	1350
0	857
12	1235
963	5920
0	5918
3	343
11	343
0	7
0	9
0	8
0	9
0	0
3	33
0	33
412	1421
1	1421
1	1938
2	1979
0	2381
13	2334
3	2398
2858	3
5	54
0	54
0	0
4	1247
27	1282
7	658
3	0
0	0
248	1635
52	1253
239	1239
15	1006
128	1133
1	1135
571	0
170	0
85	0
6	0
655	0
7	9
0	9
0	3
0	52
0	49
2	5
58	50
37	141
1	141
375	936
2223	937
4	137
0	154
100	154
54	0
41	1367
0	1107
1	1224
0	1097
42	0
23	1139
25	1164
69	1129
1	1980
0	1832
7	1996
0	1662
0	1812
2	1999
6	516
2	830
68	1027
43	886
9	513
7	1510
4	1654
2	1635
69	331
0	330
2	286
2	285
96	1992
25	1927
1	1391
16	1391
6	44
6	44
191	1
29	570
37	570
164	1
13	240
0	237
0	164
24	159
0	6
0	171
0	171
0	5
56	0
155	130
113	667
1	663
21	581
0	601
1	575
0	620
0	612
0	0
662	1
8	1716
73	2308
1	2081
26	1961
11	137
0	137
36	0
1177	1
4	16
3	16
20	2228
1	2052
15	1922
13	2099
10	2107
0	2105
22	2119
57	2106
24	20
374	0
314	905
0	615
39	905
220	0
37	851
6	847
2	680
8	0
3	545
3	444
0	278
2	82
3	74
0	81
2	71
25	11
1	11
46	808
32	1376
35	36
2	9
1495	0
0	2272
0	2155
0	2069
123	2101
888	144
139	143
0	858
0	843
20	546
328	0
1145	0
99	0
629	0
458	1
9	10
0	47
3	47
61	0
3	0
0	0
475	0
0	16
0	16
0	14
0	15
0	15
0	14
8	16
0	16
76	0
48	0
2	12
5	4772
8	4819
0	4578
0	4567
0	4458
3	4235
550	2
880	18
18	23
5	23
0	12
3086	1
86	1571
17	1545
139	2203
159	1197
75	1247
0	191
15	191
0	0
59	0
70	0
97	94
2	42
7923	3
1	453
14	454
0	226
664	0
619	606
2	606
20	0
22	356
0	360
268	289
0	0
23	18
0	18
0	0
1161	5
525	0
59	127
0	0
97	304
394	304
8	1
714	0
45	0
52	1109
29	1109
6	0
35	160
1	160
918	1
32	549
466	0
100	0
155	433
31	433
0	0
363	0
142	0
120	0
0	1643
1	899
0	1806
57	1748
0	1794
37	430
0	444
0	399
10	204
642	6711
7	6711
30	720
32	660
20	667
9	130
6	130
0	1551
0	1515
18	1104
1	1638
0	1637
2	1181
134	1629
0	1637
2	0
15	1171
0	1139
0	669
326	1091
1511	2
0	74
63	74
1045	0
0	0
2049	4
7	2
1	8
0	8
971	1
1166	2
5	970
0	970
0	468
58	263
4	263
837	0
1272	0
7	1053
3	1050
0	1053
121	0
0	0
36	1071
0	1083
39	1069
78	2899
66	2899
31	377
27	385
0	389
68	1678
0	596
7	858
25	1427
0	925
12025	4
0	11
4	11
0	77
0	77
0	78
2	848
1	1467
287	1818
0	1685
33	912
0	333
620	0
0	1085
0	1085
0	1084
1	1008
2	1003
32	937
9	937
0	374
0	492
6	1523
0	1595
3	539
25	539
220	0
293	0
2486	2
100	0
3085	2
1390	0
0	1326
0	1290
82	1413
39	1377
0	1396
0	1426
0	708
1376	0
88	276
5	276
9	0
812	0
10	0
24	0
0	0
13	0
15	100
0	93
308	0
0	0
0	76
0	76
1	76
0	31
0	46
0	40
711	1185
0	1185
511	53
1	43
18	49
31	0
798	1
473	3343
3	3343
1	3306
0	3306
0	3306
0	834
0	779
4	881
0	871
4	810
0	840
87	971
18	971
69	626
2	626
372	2320
0	2316
53	0
2	188
0	188
1	74
6881	8
13	0
182	228
3	228
19	923
21	953
2	923
3	952
14	0
0	1020
1	1018
3	991
645	0
