UniqueCount	AmbigCount
879	0
143	484
18	354
9	262
3	229
65	327
33	280
0	1091
0	1091
89	0
129	697
16	877
23	564
0	564
1	544
2097	3
0	0
623	131
0	130
2033	0
0	1048
21	1065
3	921
4	972
0	714
0	769
0	751
1	670
1	243
78	0
109	3611
4	3504
10	3608
11	0
1	0
159	0
314	0
713	0
575	0
2595	0
13	1742
2838	1742
210	127
1	127
5	78
1	78
1	65
0	65
0	65
6	64
0	157
7	79
12	156
0	156
1	152
1	149
0	150
0	143
5	0
3	843
69	779
10	750
146	2532
13	2559
44	1686
26	1830
0	1282
0	905
3	905
1	905
216	885
0	904
150	606
38	606
0	18
0	18
0	0
1120	0
1	0
0	0
10	300
14	300
0	4
0	4
0	1657
18	1893
75	592
3	1742
4	0
1746	2
12	315
16	315
441	62
14	72
0	12
27	42
0	5
0	5
0	0
0	0
4	0
9	0
0	0
0	0
9	107
0	107
3045	3
358	1
348	2121
137	2121
528	3776
0	3534
0	3166
5	0
808	0
1264	0
56	2624
0	2231
8	1782
403	1489
0	0
305	523
8	523
223	493
3	493
16	0
2155	0
12	0
28	381
4	381
1	8
0	8
0	8
33	2245
4	2008
0	1878
0	1939
64	822
3	796
4	842
0	693
10	730
0	351
6	346
1	342
2	364
1926	0
103	764
39	764
22	0
447	2159
121	2159
2	78
162	529
1	529
0	7
4	7
2	634
1	697
0	681
147	0
5	0
0	0
3	129
254	129
20	0
33	2189
0	2335
0	2603
43	2375
0	2294
1	902
0	819
41	921
0	865
289	746
950	748
21	990
0	988
8	993
376	0
180	0
0	0
0	3
0	3
1	3
0	3
864	0
0	789
74	689
2157	791
1	670
0	713
3	664
0	661
0	0
0	425
0	425
298	627
6	625
0	423
0	422
0	569
0	423
0	566
28	0
2816	2
0	1
0	1
0	0
19	157
16	157
0	0
1	1663
26	1676
0	1546
2	1575
0	815
0	827
0	736
0	648
0	506
0	505
6	409
330	1659
7	0
37	3155
0	3155
0	284
0	284
42	656
114	656
0	0
0	0
3	7
0	7
8	0
6	0
2	476
15	476
148	0
1	108
0	111
5	110
0	283
42	283
1031	1
0	740
38	740
820	0
180	0
143	665
6	663
156	5140
304	5140
29	123
619	1
1	50
4	50
76	0
171	1257
42	1257
756	2
17	164
84	164
2	141
105	0
54	420
0	387
3	432
0	5
0	3
1	5
754	1
11	163
0	163
0	163
102	619
0	235
78	328
0	544
0	362
2	212
15	540
1059	2
475	3781
0	4343
341	4343
0	3707
0	4361
0	4042
43	4359
17	79
41	79
116	0
59	1311
0	1257
0	699
0	687
205	834
0	833
38	0
19	238
0	300
0	301
376	462
61	1159
22	1077
2	0
1067	2772
22	2772
1205	1197
32	1196
431	0
45	579
33	579
794	0
142	175
6	175
196	0
366	2
2	353
0	335
0	363
0	0
0	3968
10	3908
6	4128
2	1524
21	3106
522	620
0	3764
0	3822
0	2794
2	2628
66	0
0	62
0	62
0	61
319	0
15	0
471	5612
75	5670
