UniqueCount	AmbigCount
795	0
157	678
48	474
10	439
0	377
31	465
75	452
0	1316
0	1316
129	0
131	754
4	977
32	673
0	673
1	630
2368	1
0	0
565	90
2	90
2371	3
0	954
19	977
0	819
0	866
0	661
0	714
0	694
3	630
3	223
41	0
83	2871
7	2803
13	2866
11	0
12	0
227	0
407	0
871	2
917	1
3559	5
9	1912
3615	1906
312	159
0	159
5	108
1	108
0	21
0	21
0	21
1	21
0	212
0	89
17	212
0	211
1	177
6	175
0	173
0	168
3	0
1	775
56	723
23	709
141	2511
12	2532
27	1663
19	1809
0	1255
0	832
1	834
3	835
199	813
0	826
184	659
24	659
0	13
0	13
0	0
1300	2
1	0
0	0
15	323
19	323
0	0
0	0
0	2099
31	2386
67	713
5	2167
1	0
2673	2
17	418
18	418
488	92
18	108
0	18
24	38
2	5
0	5
0	0
2	0
5	0
6	1
0	1
1	0
3	118
1	118
3662	3
304	0
269	1623
72	1623
599	4237
0	3963
2	3510
8	0
712	2
1112	0
17	2334
0	1979
8	1614
325	1354
0	2
294	464
5	464
254	495
1	495
13	0
2821	3
6	0
13	213
0	213
4	20
0	20
0	20
49	1956
2	1754
0	1656
0	1646
90	1223
5	1178
4	1257
0	1032
11	1104
2	635
3	607
2	616
6	644
1860	4
87	601
19	601
22	0
411	2009
90	2009
5	104
234	707
5	706
0	10
3	10
5	736
0	768
4	745
114	0
3	0
0	0
3	167
324	167
8	0
26	2519
0	2695
0	3018
33	2807
0	2662
0	1307
0	1234
36	1323
0	1264
311	755
941	756
15	709
0	707
12	713
448	1
136	0
0	0
0	7
0	7
0	1
0	1
1049	2
1	656
67	574
1866	657
1	750
0	804
2	744
0	729
0	0
0	584
0	584
394	883
11	881
0	582
0	582
1	772
0	582
0	769
20	0
3004	0
0	0
0	0
0	3
12	185
14	185
0	3
0	2117
33	2141
1	1991
2	2018
5	632
0	642
0	562
0	513
1	405
0	405
23	322
802	2091
14	0
20	2141
0	2141
0	472
0	472
49	741
91	741
0	0
0	0
1	14
0	14
2	0
5	0
3	589
20	589
105	0
1	94
1	98
0	95
1	257
42	258
1184	0
2	701
16	701
1047	2
153	0
124	788
1	787
158	4857
330	4857
87	96
632	0
0	69
1	69
108	0
234	1715
76	1715
1089	0
9	121
37	121
0	94
120	0
64	439
0	418
1	449
2	1
2	1
1	1
825	0
12	178
0	178
0	178
130	741
0	314
91	414
0	623
0	420
1	283
17	623
1152	0
481	3564
2	4123
323	4120
0	3571
0	4126
0	3765
35	4122
7	62
44	62
216	0
51	1278
0	1227
0	713
0	708
181	712
4	712
56	0
9	233
0	282
0	283
414	428
74	1031
28	953
3	0
956	2478
22	2478
1431	1275
26	1274
600	0
58	690
36	690
967	3
193	185
9	185
277	0
651	0
0	311
0	299
0	317
0	0
0	3615
5	3588
3	3902
0	1574
13	3013
431	430
0	5965
0	6013
0	4465
1	4239
87	0
1	65
1	65
0	65
372	0
32	0
441	7185
46	7220
1	6330
3	87
0	87
3	52
889	411
51	495
19	459
351	0
55	0
123	441
58	441
2498	1
189	0
10	1707
30	1707
4576	3849
4	3848
5	45
3154	0
3900	2
2	2
0	575
0	591
0	564
0	555
1	228
17	0
0	43
0	46
6	43
200	1
55	0
0	1610
2	1566
45	1484
10	0
9	0
69	0
35	2671
381	2671
57	0
0	0
38	309
1	309
0	172
879	0
69	0
11	0
3	3138
459	3083
0	3042
3	2700
2	2622
103	3378
46	3116
0	1658
19	1761
0	1668
5	1702
13	1650
7	1737
11	1695
1837	2
78	0
36	1255
107	1255
122	562
3	561
0	538
1	57
0	0
591	0
101	259
3	262
25	272
16	160
0	160
179	0
1152	0
742	1
59	293
38	293
686	1
1	200
8	197
32	4
0	0
121	0
0	481
0	550
0	491
190	6806
94	879
5	6755
0	946
0	805
858	1
633	0
852	1421
41	1678
191	1607
3651	1
577	1
2	29
8	29
147	0
104	924
2	924
0	406
28	406
211	0
31	343
23	343
3095	1
485	0
32	0
0	0
35	1016
157	590
31	942
1	1
0	1
1	1
51	0
13	773
5	910
19	840
7	320
23	320
10	2345
1	2319
0	2401
5	2160
5	317
108	317
66	43
16	43
175	0
304	609
0	543
0	610
45	0
174	0
232	0
59	0
717	1
13	48
0	41
8	48
8	115
6	115
91	1199
0	1199
2438	77
0	1621
0	1411
4	1358
590	2
124	0
420	0
6	0
0	292
13	215
614	0
178	0
347	0
585	1
108	1321
414	1320
9	261
460	0
50	0
2509	0
190	220
7	278
1	330
0	321
2	322
1	326
8	313
0	1004
70	1000
0	0
1405	0
1	2172
228	1950
0	1801
31	2032
74	0
22	0
14	275
0	275
133	0
4884	16260
324	3650
263	3650
684	3941
0	3941
0	51
12	64
7	0
15	240
0	240
409	345
11	345
2255	0
3587	3
221	0
3	1021
3	520
0	1229
2	1173
105	0
0	57
0	55
0	14
0	55
0	57
1	55
361	0
6	134
8	163
0	163
18	163
1	163
0	820
2	917
4	871
0	913
0	809
1	785
1	799
0	845
933	1941
0	617
3	470
0	527
499	3589
0	3589
0	452
28	452
0	3
0	3
0	3
0	3
6	0
1	3
0	3
284	1052
0	1052
0	1435
11	1461
0	345
1	319
4	346
317	0
1	98
0	98
8	0
2	607
29	617
8	309
13	12
0	12
217	2024
43	1460
249	1435
4	1281
173	1334
3	1334
1485	2
75	0
274	0
42	0
644	1
1	0
0	0
0	0
5	2473
1	2365
358	419
595	2374
277	998
7	998
161	805
1575	806
3	89
3	95
68	95
187	0
2	291
0	244
0	258
0	222
209	0
10	708
8	724
45	695
3	1467
0	1374
5	1499
0	1292
0	598
0	680
0	173
1	292
167	924
50	789
10	413
43	1365
0	1437
31	1434
32	132
0	132
0	108
3	108
293	4795
43	4664
11	3464
13	3467
57	216
29	216
126	0
20	183
18	183
119	0
72	1085
0	1065
0	751
0	2
0	0
0	2
0	2
0	0
112	1
412	540
151	1279
6	1242
18	262
0	268
0	260
0	272
0	276
2	0
134	0
0	965
116	1362
8	1161
8	1129
14	312
0	312
21	0
536	0
2	12
4	12
101	8894
0	8172
0	7735
0	344
0	341
0	341
1	345
13	341
846	314
92	0
142	478
0	320
27	480
190	0
33	1021
8	1013
1	796
30	0
9	664
1	501
0	380
9	507
4	471
1	503
7	469
8	4
0	4
32	496
27	742
25	29
4	9
1851	3
0	2517
0	2370
0	2242
182	2388
20	98
61	98
0	837
0	820
21	568
94	0
347	0
75	0
324	1
1740	0
5	11
0	52
1	52
14	0
28	0
0	0
660	0
14	1104
7	1109
0	1085
0	1052
0	1030
0	1084
354	1124
3	1104
15	0
10	0
0	5
0	976
0	977
0	938
0	960
0	919
0	929
691	0
57	2
6	8
1	8
0	3
5954	5
70	1153
11	1000
84	1297
140	876
120	946
1	83
7	83
0	0
87	0
49	0
20	15
1731	15532
4761	0
27	1518
17	1510
0	841
4862	3
10	13
0	13
47	0
54	1066
0	815
2001	773
0	0
45	25
1	25
0	0
725	0
1328	0
118	132
0	0
72	280
344	279
19	0
670	0
2323	3
36	948
33	948
27	0
13	36
0	36
1733	0
26	261
265	1
1820	1
168	320
45	320
3	0
13	0
4	0
326	0
0	2291
1	1890
0	2546
51	2311
0	2506
35	449
0	466
0	427
17	184
8	59
0	59
23	977
83	894
25	890
25	349
8	349
0	1036
0	1017
7	799
0	996
0	996
2	752
64	989
0	996
1	0
17	918
0	885
1	637
187	831
347	0
0	27
31	27
