UniqueCount	AmbigCount
1674	3
40	388
4	215
28	329
0	307
17	291
168	1364
0	2353
0	2353
7	0
153	840
16	1295
34	963
0	963
0	886
2685	2
0	0
956	151
0	150
2614	1
0	2264
6	2176
0	2027
74	2126
0	1411
0	1518
0	1395
2	1234
13	412
36	0
12	922
14	914
3	922
14	0
7	0
165	0
410	0
1306	0
970	1
5365	3
1	188
383	185
142	75
2	75
15	275
21	275
19	131
0	131
0	131
1	129
0	1921
4	758
245	1921
0	1918
9	1050
25	1026
0	997
0	997
0	0
2	1061
92	976
49	1009
146	2472
1	2492
20	1880
11	2029
0	930
0	408
0	404
0	404
137	414
0	426
47	180
41	180
3	319
14	319
0	0
521	0
1	0
7	0
9	205
7	205
0	16
1	16
0	1039
29	1232
326	466
3	1098
25	0
536	0
142	2234
122	2234
597	102
167	471
17	377
37	302
18	97
0	97
1	0
10	0
61	0
68	15
3	15
4	0
18	296
3	296
1456	0
159	0
153	672
7	672
516	4265
1	4256
5	3679
0	0
1693	1
1382	0
53	645
0	556
2	497
66	393
0	2
971	1744
22	1743
359	675
5	675
4	0
775	0
5	0
57	1642
29	1642
109	464
0	462
0	464
12	648
0	588
0	562
0	545
159	2215
0	2121
13	2277
0	2133
24	2300
1	1125
12	1115
3	1124
15	1168
2878	1
31	176
6	176
234	0
51	546
41	546
3	54
134	471
0	471
3	69
29	69
4	658
0	673
0	694
1139	0
6	0
0	0
2	128
356	128
97	0
37	13561
0	14759
1	16445
219	15363
0	14642
0	1439
0	1390
69	1490
0	1425
188	610
891	610
43	1471
0	1473
3	1478
458	0
144	0
0	0
1	8
0	8
44	173
23	173
2349	2
0	134
24	119
635	135
8	1890
0	1991
1	1848
0	1854
0	0
0	1314
0	1314
965	2009
17	2003
0	1309
0	1306
0	1756
1	1309
4	1745
167	0
483	0
1	3
0	3
0	11
29	367
24	367
2	11
2	2593
41	2590
0	2467
5	2396
7	954
0	962
0	871
0	754
1	584
1	583
35	454
2	7
11	0
6	380
0	380
1	1087
5	1087
98	1531
163	1531
0	6
3	6
26	74
4	74
81	0
36	0
0	500
27	500
33	0
19	669
5	691
9	645
2	311
54	311
1372	2
1	1619
78	1619
1705	2
502	1
256	1884
4	1884
70	2083
177	2083
113	57
5430	2
0	228
14	228
208	0
136	1069
76	1069
142	0
0	33
1	33
5	33
28	0
23	227
0	200
0	228
1	1
4	1
1	1
2696	1
12	359
1	359
1	359
134	1434
0	359
97	722
0	1315
2	814
0	350
17	1321
478	1
313	2520
0	3108
195	3106
0	2716
0	3118
0	2911
29	3115
3	11
25	11
641	0
44	1368
0	1317
0	811
0	796
51	289
0	289
78	1
22	211
0	256
0	256
425	379
79	681
7	606
8	0
1331	2874
11	2874
2440	2132
64	2129
368	0
65	875
33	875
1504	0
226	306
8	306
1081	1
1322	2
0	989
1	982
4	1038
0	0
0	7837
0	7824
7	9286
7	3662
37	7293
328	240
0	31825
0	32198
0	24154
9	22720
180	0
2	281
2	281
0	276
2192	1
374	0
69	2133
13	2136
0	2026
1	74
0	75
3	43
2141	952
61	1105
52	1034
475	0
91	0
69	283
58	283
17	0
906	0
9	1174
25	1174
1426	1116
4	1115
0	0
3360	1
5373	3
5	4
0	955
0	975
0	920
0	876
3	530
26	0
36	397
0	404
25	397
543	0
74	0
2	4017
2	3934
112	3759
54	0
10	0
200	0
13	910
99	910
21	0
0	0
79	1027
7	1027
0	529
547	2
231	0
41	0
1	2538
206	2505
0	2507
2	1165
0	1142
49	1389
45	1244
0	1445
12	1531
0	1464
3	1489
3	1443
7	1523
3	1470
206	0
199	0
84	2162
186	2162
702	3067
9	3067
0	2961
0	0
2	0
504	0
356	1076
8	1022
36	1032
23	139
1	139
546	0
758	1
1371	2
91	510
62	510
856	0
35	1492
51	1474
61	25
1	0
385	0
8	6011
0	6725
0	5964
46	360
29	205
4	339
0	216
0	177
1023	1
691	0
811	643
25	757
7	633
623	0
2138	1
9	333
36	333
514	2
117	848
13	848
0	170
17	170
324	0
51	643
37	643
17	0
52	0
71	0
1	0
14	609
90	363
37	555
5	48
1	46
9	13
6	0
18	1018
17	1209
31	1109
8	490
27	490
0	231
0	230
1	239
0	210
2	425
86	425
56	19
9	19
692	1
763	1419
0	1239
0	1425
1609	1
365	0
709	0
1	0
843	1
2	2
0	0
0	2
7	86
5	86
203	3125
0	3125
796	5
0	1550
0	1361
0	1310
761	0
814	1
758	0
21	0
1	947
83	942
2071	0
1708	0
172	0
529	0
230	1538
506	1538
14	573
767	1
69	0
1296	0
41	54
45	2625
0	3135
4	3092
15	3099
64	3077
89	2984
0	1593
146	1590
0	0
1912	0
2	1974
153	1774
0	1621
