UniqueCount	AmbigCount
808	2
178	707
28	492
9	427
1	377
58	500
71	548
0	1477
0	1477
174	0
154	802
8	927
21	596
0	596
1	575
2423	5
0	0
761	122
4	122
2480	1
0	1317
33	1327
2	1165
11	1229
0	866
0	925
0	890
2	801
6	258
50	0
78	2498
7	2433
7	2497
6	0
10	0
173	0
357	0
787	0
674	0
3623	6
6	1905
3871	1905
347	161
0	160
5	91
3	91
0	36
0	36
0	36
2	35
0	228
2	107
25	228
0	228
0	174
1	173
0	169
0	166
14	0
8	1003
81	916
19	899
190	3220
9	3239
29	2180
39	2344
0	1551
1	1055
4	1054
0	1055
238	1033
0	1060
191	638
63	637
0	30
1	30
0	0
1280	1
3	0
0	0
17	454
27	454
0	1
0	1
0	2033
30	2304
112	679
6	2110
2	0
2076	2
27	584
25	584
491	69
16	77
0	8
36	46
0	7
0	7
1	0
1	0
2	0
1	0
0	0
0	0
9	164
0	164
3334	1
260	0
353	1920
92	1920
633	4238
0	3949
0	3526
9	0
782	2
1315	1
35	2158
0	1818
7	1509
320	1242
0	2
386	681
16	680
236	538
2	538
16	0
2686	0
4	0
42	420
1	420
5	10
0	9
0	10
40	2143
0	1926
0	1808
0	1863
95	1128
3	1086
8	1144
0	965
10	1018
1	698
6	704
1	688
4	725
2145	2
122	733
29	733
40	0
279	1705
77	1704
5	67
160	515
1	515
0	12
2	12
3	604
0	664
1	646
163	0
2	0
0	0
2	169
251	169
10	0
15	2664
0	2916
0	3247
34	2981
0	2877
0	1115
0	1046
40	1153
0	1104
274	663
976	663
31	893
0	887
6	892
379	1
217	0
0	0
1	0
0	0
0	1
0	1
1027	0
2	784
85	685
2283	786
1	825
0	876
1	808
2	792
0	0
1	501
0	501
412	779
23	779
0	500
0	500
0	676
0	500
0	673
27	0
2342	1
0	2
0	2
0	2
14	206
15	206
0	2
5	1485
29	1487
3	1392
2	1405
7	681
0	686
0	624
0	545
0	405
1	404
28	317
527	996
9	0
19	1676
0	1676
1	578
1	578
46	665
87	665
0	2
0	2
2	2
0	2
16	0
11	0
0	399
22	399
89	0
2	105
1	109
1	105
1	299
54	299
1420	0
0	1381
44	1381
1090	1
290	0
158	921
3	920
124	4032
294	4032
20	85
883	0
0	56
6	56
64	0
215	1437
65	1437
997	1
16	204
72	204
0	168
109	0
47	429
0	420
2	439
1	3
1	1
0	3
1038	0
11	156
0	156
0	156
99	912
0	170
70	419
0	854
0	509
0	149
19	859
972	2
501	3549
0	4086
318	4085
3	3538
0	4098
0	3756
61	4095
17	132
76	132
305	0
47	1159
0	1109
0	644
0	625
166	814
0	814
80	0
8	204
0	255
0	255
363	410
86	1070
21	996
7	0
936	2220
13	2219
1273	1151
34	1149
441	0
51	650
28	650
1002	0
153	174
2	174
316	0
481	0
0	420
0	422
0	439
0	0
0	3983
2	3919
1	4267
0	1712
15	3257
381	551
0	3452
0	3506
0	2688
0	2543
148	0
5	182
2	182
1	179
657	0
30	0
390	6484
57	6529
4	5773
2	88
0	90
7	55
809	368
16	450
16	407
403	1
41	0
141	487
48	487
2285	1
219	0
10	1533
16	1533
5048	4059
4	4057
3	41
2614	3
4157	1
0	1
0	516
0	531
1	492
0	478
4	263
15	0
5	78
0	79
3	78
265	0
100	0
2	1775
0	1740
68	1651
12	0
5	0
86	0
45	2587
398	2587
63	0
0	0
38	371
0	371
0	228
818	1
108	1
14	0
0	2978
412	2941
3	2905
2	2327
0	2304
89	2898
56	2665
0	1480
9	1577
0	1517
4	1531
11	1486
7	1565
3	1510
1645	0
100	0
42	1194
119	1194
90	420
7	421
0	403
2	49
0	0
921	1
150	346
1	353
36	342
51	219
2	219
257	0
1084	0
958	3
60	409
51	409
756	3
4	287
11	283
41	4
1	0
96	0
0	713
0	797
0	693
193	6640
65	828
5	6587
0	902
6	753
876	2
468	1
924	1382
32	1628
165	1514
3523	1
844	0
3	54
15	54
316	0
115	814
5	814
0	264
33	264
178	0
57	666
42	666
1988	3
516	1
4	0
2	0
40	1458
187	887
82	1281
0	3
0	3
1	1
253	0
18	1079
7	1253
4	1146
7	375
24	375
2	2074
0	2044
1	2114
2	1938
10	298
87	299
60	40
19	40
216	0
261	566
1	499
0	571
47	0
233	1
313	1
98	0
932	1
4	36
0	31
7	36
10	187
13	187
135	1356
0	1356
2225	80
0	1626
0	1399
3	1302
666	0
97	0
571	1
8	0
4	384
27	306
584	0
193	0
155	0
767	0
182	1206
351	1207
2	400
476	2
76	0
3209	2
187	237
4	259
0	317
1	304
1	305
4	312
10	297
1	975
76	972
0	0
1425	0
4	2081
207	1834
0	1724
29	1953
91	0
47	0
15	212
0	212
145	0
1698	10721
431	4965
328	4967
703	3545
1	3545
2	139
12	181
31	0
13	291
0	291
